image_name,x1,x2,y1,y2,class
1474632358838DSC06202.png,153,556,72,381,Object
JPEG_20160823_121917_1000911636586.png,62,543,31,446,Object
1473486297514DeeplearnS11797.png,35,597,121,356,Object
JPEG_20160820_112743_1000875312594.png,258,398,32,472,Object
1474636817133DSC06477.png,17,614,62,282,Object
1472042924728w_molokini_ii_blk_grl_01.png,143,518,214,408,Object
JPEG_20160623_144800_1000970763843.png,68,581,232,309,Object
JPEG_20160831_161020_1000748623351.png,311,498,46,470,Object
1473749254824IMG_0411.png,5,588,87,410,Object
1472287217276DSC_1730.png,30,614,12,474,Object
1470729840105DSC_0063.png,155,485,21,460,Object
JPEG_20160823_115408_1000201910416.png,65,603,55,340,Object
JPEG_20161116_155004_1000379775086.png,149,538,79,399,Object
1481106693146DSC_4487.png,0,640,0,480,Object
JPEG_20161130_151152_1000921678384.png,10,623,17,480,Object
1467893737079DSC_0285.png,233,446,42,362,Object
JPEG_20160307_144804_1305084242.png,263,407,43,417,Object
1472623130376DSC_2567.png,160,502,173,345,Object
147444056812811470114960000-Roadster-Maroon--Navy-Striped-Sweater-5791470114959705-1.png,0,636,56,396,Object
JPEG_20161114_150125_1000836636215.png,9,553,91,465,Object
14583339612162.png,155,485,128,354,Object
147436768850511469605732000-Roadster-Blue-Washed-Skinny-Fit-Jeans-6811469605731797-4.png,0,640,126,337,Object
1474724253000DSC08127.png,41,618,67,403,Object
JPEG_20161118_170823_100051799298.png,225,437,52,372,Object
14714440414121.png,24,620,66,407,Object
147771840081020161028_151101.png,46,565,124,378,Object
1473433688020DSC_4695.png,36,573,188,264,Object
JPEG_20160702_160902_100079536384.png,180,480,165,314,Object
JPEG_20160530_161715_1000725768833.png,96,508,130,369,Object
1469615983959JPEG_20160625_131843_1000432908925.png,198,541,78,394,Object
JPEG_20160624_123333_1000159783270.png,109,587,126,373,Object
14720365240181273837-mast-harbour-32-1000x1000-imaekbtn4rggqhz2.png,0,640,84,386,Object
1480337089447_R2A3970.png,289,517,115,432,Object
1475007856257DSC020311.png,322,517,25,365,Object
JPEG_20160821_150517_1000946709983.png,163,482,57,424,Object
1475559190161grey-eryca-cut-out-mini-dress2.png,0,640,55,396,Object
1468881578713DSC_0135.png,61,601,82,380,Object
JPEG_20161126_130457_1000707556690.png,85,561,105,315,Object
1479159357371SinDenim12-11-20167077.png,22,582,134,338,Object
1480512374495IMG_0157.png,118,580,81,289,Object
1480337038069_R2A3958.png,153,473,176,376,Object
JPEG_20161118_134421_1000734339203.png,217,541,130,352,Object
1468667904515JPEG_20160712_150011_1000777550559.png,151,555,25,369,Object
JPEG_20161210_160925_100054350374.png,152,533,179,284,Object
JPEG_20161202_154146_1000397023169.png,66,548,156,295,Object
1480333762480_R2A3583.png,155,449,81,413,Object
1472628367783w_superfeet_outside_storm_05.png,214,425,205,442,Object
JPEG_20160622_105919_1000778788230.png,66,557,167,323,Object
1471617584458DSC_0333.png,28,609,41,450,Object
147771934755620161028_142208.png,79,549,24,474,Object
1468479669350JPEG_20160630_170333_1000913543632.png,134,492,150,347,Object
147742636227820161025_163124.png,13,391,180,376,Object
JPEG_20161126_141411_1000849920239.png,89,554,53,456,Object
1481261065966DSC_0393.png,55,606,91,390,Object
1481112686959DSC_0002erg.png,16,616,26,430,Object
1475062036404DSC00199.png,230,440,88,428,Object
1479461850379soi15-11-20169812.png,46,557,152,302,Object
1480938390157_R2A1872.png,180,402,63,401,Object
1481107497117DSC_4499.png,0,640,61,480,Object
JPEG_20160630_121601_1000577795476.png,38,584,182,356,Object
JPEG_20160625_171742_1000952843140.png,178,400,94,303,Object
1472631350899DSC_2644.png,22,603,101,376,Object
147339961466361309_XXX_v1.png,33,610,106,375,Object
JPEG_20161015_143619_1000107917452.png,25,599,39,419,Object
JPEG_20160712_105100_1000135330261.png,258,404,30,453,Object
JPEG_20161125_150243_1000606144519.png,82,509,76,442,Object
1473415847766black-fully-flared-day-dress4.png,8,633,151,346,Object
1471420705350IMG_20160810_210448.png,42,605,147,315,Object
1472056695057DSC_0310.png,0,618,11,414,Object
147651102654403.png,89,583,249,441,Object
JPEG_20160513_151257_1000754585258.png,153,508,33,447,Object
1473665287134DeeplearnS11341.png,0,525,39,427,Object
JPEG_20161209_160411_1000681096449.png,277,357,12,410,Object
1480969776335IMG_3358.png,207,441,212,409,Object
147918805594520dresses11-11-165449.png,19,602,142,350,Object
1473409215774black-dayna-maxi-dress2.png,4,636,104,380,Object
1480952758013_R2A2157.png,211,436,293,386,Object
1471937992947DSC_0154.png,122,439,140,439,Object
JPEG_20160625_134346_1000581592794.png,127,563,173,316,Object
1479152048469SinDenim12-11-20165639.png,37,624,136,332,Object
1467786735073DSC_0139.png,248,387,114,331,Object
JPEG_20160608_124641_100065741932.png,134,460,85,420,Object
JPEG_20160627_172908_1000947860381.png,303,640,111,447,Object
147771888747820161028_155044.png,72,587,184,373,Object
1479748483009SpringField16-11-201610617.png,0,627,100,409,Object
147444076102411473141048157-Roadster-Men-Grey-Printed-Round-Neck-T-Shirt-3741473141047572-4.png,0,640,129,365,Object
1480513981529IMG_0474.png,45,483,95,358,Object
JPEG_20160810_163025_1000736262137.png,243,387,56,416,Object
1479460885939soi15-11-20169746.png,57,539,141,305,Object
JPEG_20161205_134600_1000938267987.png,44,549,84,373,Object
147323568765662741_XXX_v2.png,5,640,2,480,Object
1467739451159DSC_0261.png,125,420,82,350,Object
1470122321721DSC_0042.png,164,499,99,407,Object
JPEG_20161209_161644_1000255019878.png,188,460,11,442,Object
147772052474120161028_163115.png,69,589,124,356,Object
1472631892350DSC_2658.png,72,598,132,390,Object
1473665010463DeeplearnS11752.png,36,610,139,359,Object
JPEG_20161127_172339_1000471017160.png,148,550,72,375,Object
JPEG_20161116_171041_1000784749742.png,164,434,139,363,Object
1479153700069SinDenim12-11-20166964.png,0,605,60,457,Object
1469436038166DSC_0036.png,150,523,133,384,Object
1475616005775DSC_1612.png,375,632,1,480,Object
JPEG_20160622_134221_1000615059489.png,92,506,53,438,Object
JPEG_20160704_135806_1000722467763.png,225,489,132,337,Object
1473486371092DeeplearnS11819.png,79,533,144,374,Object
147443898884811469613359562-Roadster-Blue-Washed-Denim-Shorts-4341469613359322-5.png,0,640,0,480,Object
1474019539239TOP892998.png,92,498,116,428,Object
JPEG_20160625_165522_1000823576080.png,194,444,101,457,Object
147742551319520161025_160544.png,26,502,43,404,Object
1480512539305IMG_0174.png,133,494,91,331,Object
JPEG_20161028_110638_1000208396682.png,122,541,105,405,Object
JPEG_20160623_125422_1000294831719.png,119,501,92,429,Object
1479751679930SpringField16-11-201610672.png,19,612,142,354,Object
1480516536505E-mazingshawls29-11-201618321.png,38,599,152,348,Object
147394477122511472711261262-RDSTR-Teal-Blue-Washed-Casual-Shirt-9121472711260919-3.png,0,640,60,407,Object
JPEG_20161109_155333_1000128796946.png,123,539,16,453,Object
1480511287478IMG_0239.png,97,590,125,310,Object
JPEG_20160820_131813_100087940412.png,175,514,75,412,Object
JPEG_20160810_102736_1000866640242.png,159,479,135,362,Object
1474274313446MS-850234.png,39,564,41,426,Object
JPEG_20160704_123208_1000725394227.png,212,415,87,380,Object
JPEG_20160530_193342_100055157244.png,214,320,200,344,Object
1467897194142DSC_0134.png,20,606,26,450,Object
1479152713437SinDenim12-11-20165996.png,48,613,171,366,Object
1471955349402DSC_0296.png,161,481,169,348,Object
1475060065873DSC02380.png,17,612,135,399,Object
148053452015120161126_210416.png,54,522,72,447,Object
JPEG_20161124_135154_1000236305845.png,88,461,109,370,Object
JPEG_20160624_153159_100083776833.png,266,481,140,396,Object
1467814607630DSC_0184.png,157,412,157,331,Object
1476523775165DSC_421.png,123,490,0,478,Object
1468495307805DSC_0205.png,37,617,56,471,Object
1473664959826DeeplearnS11735.png,56,586,98,387,Object
147394271132411472728811643-Roadster-Men-Blue-Colour-Blocked-Polo-Collar-T-Shirt-1081472728811427-4.png,7,633,140,352,Object
JPEG_20160625_155222_100044385882.png,178,463,117,388,Object
147754539594820161026_134630.png,104,529,90,429,Object
1471442652613DSC_0214.png,0,610,156,316,Object
JPEG_20161129_173101_1000126453203.png,10,630,0,480,Object
1474290093395ivory-wander-off-lace-dress4.png,0,640,126,337,Object
JPEG_20161209_134137_1000602966338.png,99,520,42,406,Object
1479144293899SinDenim12-11-20166432.png,49,623,174,398,Object
JPEG_20161118_174026_1000116386761.png,81,494,0,480,Object
1467787188909DSC_0087.png,171,442,175,376,Object
JPEG_20160622_130534_1000478846802.png,126,566,40,435,Object
1480655096798smallsilverpaperdish-500x500.png,151,506,0,480,Object
JPEG_20160608_144237_1000353428972.png,209,459,52,406,Object
1480514056784IMG_0503.png,71,482,118,328,Object
JPEG_20160627_134502_1000677144828.png,168,576,167,337,Object
JPEG_20161120_174721_1000134550079.png,161,524,78,401,Object
JPEG_20161126_174923_1000913432264.png,165,489,114,413,Object
1478950701480eMazingShawls3572.png,18,617,45,398,Object
1474701487056DSC06970.png,23,623,45,297,Object
JPEG_20161123_185803_1000406158401.png,131,468,146,292,Object
JPEG_20161116_182931_1000360691106.png,210,478,41,430,Object
1468824610909JPEG_20160709_130956_1000193474291.png,114,429,68,404,Object
JPEG_20161123_132531_1000827788808.png,95,550,8,480,Object
1472628853998DSC_2402.png,46,617,51,437,Object
JPEG_20161209_184012_1000955883965.png,270,384,9,403,Object
JPEG_20160628_132917_1000711419227.png,62,509,62,370,Object
JPEG_20160623_000831_1000856780408.png,176,541,67,440,Object
JPEG_20161123_171143_1000588297654.png,114,591,72,332,Object
14732359052682.png,166,481,19,458,Object
147438206326111470886663523-Roadster-Red--Navy-Padded-Sleeveless-Jacket-3441470886663124-4.png,0,640,123,332,Object
1473664899134DeeplearnS11700.png,69,556,130,367,Object
1472043218984m_superfeet_outside_bison_06.png,33,615,118,387,Object
JPEG_20160625_121504_1000332225062.png,247,387,27,456,Object
1476789402889DSC_6657.png,0,635,0,480,Object
JPEG_20160711_174240_1000774155487.png,257,402,26,445,Object
1475616135482DSC_1651.png,17,620,51,435,Object
147742518576320161025_150824.png,62,549,76,403,Object
JPEG_20160701_151550_1000763605344.png,38,578,121,329,Object
147445144503511471587433386-Roadster-Women-Black-Solid-Regular-Top-2871471587433219-2.png,0,635,103,365,Object
JPEG_20160608_145421_1000825288559.png,38,593,17,438,Object
JPEG_20161125_154105_1000442082695.png,140,458,37,406,Object
JPEG_20161028_134422_1000707307208.png,46,594,137,342,Object
147444603314211472723515114-Roadster-Black--White-Printed-Crepe-Top-8181472723514856-2.png,0,640,64,367,Object
JPEG_20161207_165616_1000222163380.png,114,520,15,441,Object
1476792027729DSC_6466.png,127,513,13,474,Object
147438174011911469005471620-Mast--Harbour-Women-White-Heels-5121469005471511-4.png,101,533,113,371,Object
JPEG_20160513_161218_10009819397.png,189,511,133,329,Object
JPEG_20161120_171218_1000604956916.png,174,552,33,407,Object
147185468357720160819_115502.png,8,592,135,338,Object
JPEG_20160711_123810_1000413432858.png,188,507,102,415,Object
JPEG_20161123_170216_1000609073842.png,280,355,52,413,Object
147444562782011471514161254-Roadster-Olive-Green-Top-8361471514161624-5.png,1,640,2,480,Object
1474102717351black-sundance-lace-up-maxi-dress.png,0,640,117,318,Object
147772296533620161028_160747.png,41,601,44,401,Object
147754355690420161026_134224.png,112,469,145,341,Object
147437960675411469769328631-Roadster-Pack-of-2-Polo-T-shirts-6911469769328456-2.png,1,640,47,418,Object
JPEG_20160711_160635_1000795232528.png,213,443,17,445,Object
JPEG_20161119_153453_1000851899332.png,97,556,94,457,Object
1473317647932DeeplearnS11200.png,119,510,0,480,Object
JPEG_20160629_103613_1000246890037.png,134,463,107,445,Object
JPEG_20160530_160436_1000697056053.png,217,370,176,272,Object
1467896780457DSC_0108.png,63,554,56,430,Object
147437915365311472021595470-Roadster-Women-Orange-Striped-Round-Neck-T-ShirtRoadster-Women-Orange-Striped-Round-Neck-T-Shirt-8351472021595284-4.png,0,640,67,406,Object
1475152643887DSC00639.png,56,597,109,402,Object
147436985445311471686889985-Roadster-Men-Trousers-781471686889809-3.png,5,640,102,383,Object
JPEG_20161125_182826_1000754695406.png,177,503,184,300,Object
JPEG_20160411_162243_1000450429449.png,219,383,168,303,Object
1472043202558m_superfeet_outside_bison_011.png,111,554,197,414,Object
147772379073420161028_161946.png,54,615,52,356,Object
JPEG_20160629_103249_1000578162702.png,179,411,133,423,Object
1473835951820DSC_6016.png,143,602,29,450,Object
JPEG_20161126_130428_10001725835.png,94,592,83,302,Object
JPEG_20161120_124642_1000108194713.png,120,490,74,371,Object
1477137514091DSC_7016.png,10,611,25,450,Object
JPEG_20161129_131729_1000277608017.png,88,401,101,414,Object
JPEG_20160625_170745_100053360918.png,209,346,162,251,Object
1474095919081black-leave-them-spellbound-shift-dress2.png,1,637,91,423,Object
147438198456911471867393148-Roadster-Men-Blue-Regular-Fit-Checked-Casual-Shirt-2071471867392452-5.png,0,640,0,480,Object
1470817064036DSC_0091.png,7,640,0,475,Object
147753813822920161026_123346.png,73,514,106,310,Object
147443925510011471415061152-Roadster-Blue-Slim-Fit-Jeans-5241471415061049-5.png,0,640,0,480,Object
JPEG_20161123_201118_1000695414057.png,161,507,131,318,Object
1474122042571BRT467347-2.png,0,639,198,274,Object
1470386185192DSC_0759.png,205,393,191,352,Object
JPEG_20161121_154306_1000211318223.png,105,505,22,396,Object
JPEG_20160713_152419_10005864467.png,80,640,149,355,Object
JPEG_20161127_175352_100036018648.png,139,532,8,472,Object
1479143682805SinDenim12-11-20166381.png,48,618,138,339,Object
147437424036311473142525285-Roadster-Men-Charcoal-Printed-Round-Neck-T-Shirt-8141473142524988-4.png,3,640,105,338,Object
JPEG_20161116_153158_1000557287175.png,136,532,80,404,Object
1468472663286JPEG_20160706_125859_1000274341962.png,195,607,151,317,Object
1467892045937DSC_0025.png,39,569,113,308,Object
JPEG_20160621_122418_1000285779239.png,226,481,96,455,Object
1473751064161IMG_1024.png,191,544,25,375,Object
1476549209959DSC_3131.png,8,640,97,292,Object
JPEG_20160623_131933_1000160741032.png,201,429,123,419,Object
1471929038489DSC_0054.png,146,423,146,363,Object
1479461671226soi15-11-20169344.png,0,586,143,354,Object
JPEG_20161208_163705_100019075324.png,67,586,75,480,Object
147437986583711471602480895-Roadster-Navy---White-Checked-Casual-Shirt-1571471602481906-3.png,0,640,17,454,Object
JPEG_20160702_171050_1000197225982.png,52,500,90,379,Object
1458172439756DSC_0478.png,154,515,170,343,Object
147443990936711472450520553-Roadster-Men-Brown-Sneakers-2861472450520353-3.png,91,541,56,439,Object
JPEG_20160526_151304_100066693614.png,72,508,198,312,Object
147436764295011469615979094-Roadster-Blue-Skinny-Fit-Jeans-7871469615978787-3.png,0,640,88,364,Object
1474290246095PS-4401973.png,26,621,70,450,Object
1472043120418w_superfeet_outside_storm_05.png,218,426,202,443,Object
14581480050692.png,142,498,129,353,Object
1480510765487IMG_0315.png,126,582,86,284,Object
1475560185966navy-neverland-strapless-skater-dress.png,0,640,125,368,Object
14677049932971467116044400JPEG_201601628_124329_1000547097190.png,30,609,32,450,Object
1474723177806DSC07686.png,239,461,65,401,Object
1469439197313DSC_0109.png,69,640,0,345,Object
JPEG_20161202_170906_1000634444692.png,113,557,124,349,Object
1473330398413SAB0024051001S041_det_1.png,35,640,25,347,Object
JPEG_20161121_154844_100087093058.png,114,535,92,416,Object
1469536606527Untitled1.png,56,620,37,448,Object
JPEG_20160820_194447_1000989205492.png,170,432,24,440,Object
1480962198052_R2A2479.png,211,423,76,438,Object
1475559163867navy-boho-beauty-maxi-dress.png,6,640,96,408,Object
1472627732335DSC_2616.png,82,619,66,465,Object
JPEG_20160702_151941_1000298085020.png,171,470,149,310,Object
JPEG_20161028_103653_1000805264636.png,56,606,131,366,Object
JPEG_20160711_104900_1000688128622.png,201,405,92,397,Object
1467975820417DSC_0516.png,25,600,68,279,Object
JPEG_20161007_133737_1000552048038.png,46,577,152,342,Object
JPEG_20161208_180623_1000897318175.png,128,612,148,351,Object
1470982167349DSC_0317.png,52,574,123,374,Object
1467785143226DSC_0008.png,192,427,132,292,Object
1480575280657E-mazingshawls29-11-201618666.png,50,614,66,322,Object
JPEG_20161129_164219_1000579998797.png,3,640,7,480,Object
1473933639141ANG989867.png,85,538,74,414,Object
JPEG_20160513_130128_1000440610806.png,181,598,33,461,Object
JPEG_20161118_175224_1000193507342.png,154,543,109,339,Object
JPEG_20160624_122542_1000284498215.png,108,516,179,317,Object
1474285175600PS-4401962.png,163,475,22,366,Object
JPEG_20161121_190518_1000955339451.png,244,438,0,469,Object
JPEG_20160526_171501_1000130874711.png,61,454,42,451,Object
1470812144524DSC_0075.png,71,586,80,399,Object
1473747796024IMG_0509.png,95,640,119,362,Object
JPEG_20160513_140318_1000255742440.png,161,508,72,414,Object
JPEG_20160625_122139_1000524562678.png,85,577,100,325,Object
147444179850311472718168498-Roadster-Grey--Black-Colourblock-Sweatshirt-3711472718168379-5.png,0,640,1,480,Object
1474716307603DSC07751.png,268,413,18,452,Object
1473660559013DeeplearnS11968.png,60,583,141,340,Object
147919044935320dresses11-11-165536.png,0,640,48,402,Object
1473749577564IMG_1176.png,136,414,0,480,Object
147394521751111472547791216-Van-Heusen-Woman-Red-Solid-Sheath-Dress-141472547791104-4.png,3,640,125,338,Object
JPEG_20161129_163821_1000501013895.png,73,600,127,335,Object
1475560424861GIT621.png,23,518,142,335,Object
1474123497229BRT467349-2.png,0,639,214,285,Object
1467892224070DSC_0931.png,100,640,4,468,Object
1473317635565DeeplearnS11192.png,73,610,0,480,Object
JPEG_20160712_161729_1000625763527.png,146,535,70,366,Object
1473948164081ANG990030.png,54,596,32,376,Object
1468883362738DSC_0265.png,78,562,77,364,Object
1468881344822DSC_0114.png,93,633,74,417,Object
1467979411397DSC_0084.png,23,607,28,361,Object
1470900940934DSC_0042.png,25,605,65,402,Object
1467885601467DSC_0042.png,33,592,21,414,Object
JPEG_20161126_144839_1000154085780.png,32,527,165,359,Object
JPEG_20160820_114320_1000596635968.png,250,349,88,443,Object
JPEG_20160514_124746_1000134027138.png,77,632,61,455,Object
JPEG_20160421_173221_1000913583731.png,269,393,149,331,Object
1470738208879DSC_0176.png,27,640,0,480,Object
1467888158602DSC_0056.png,44,554,59,348,Object
147443906715411472720856675-Roadster-Women-Blue-Solid-Regular-Fit-Regular-6301472720856489-5.png,0,640,0,480,Object
147437897706711472025830570-Roadster-Women-Orange-Solid-Henley-Neck-T-ShirtRoadster-Women-Orange-Solid-Henley-Neck-T-Shirt-9481472025830381-2.png,0,640,75,382,Object
147918817569020dresses11-11-165386.png,14,599,129,304,Object
JPEG_20160617_223150_1000350743678.png,213,561,200,392,Object
1480176127908Kraus22-11-1614043.png,43,619,132,294,Object
1479156269517SinDenim12-11-20166847.png,9,576,165,340,Object
JPEG_20160625_114458_1000601795004.png,269,365,37,458,Object
1479461766949soi15-11-20169403.png,0,589,123,332,Object
1476779982130DSC_6480.png,67,557,16,450,Object
JPEG_20160511_172210_1000361107803.png,246,377,179,298,Object
JPEG_20160712_102900_1000759871740.png,113,593,130,348,Object
1473747110787IMG_0599.png,3,640,77,480,Object
JPEG_20161126_135419_1000236326403.png,120,524,49,430,Object
JPEG_20161007_144413_1000224382891.png,60,640,72,332,Object
JPEG_20160530_161600_1000258243142.png,250,384,157,241,Object
JPEG_20160530_181702_1000950781576.png,71,593,192,333,Object
1473231405290DeeplearnS11237.png,43,604,97,396,Object
147185870785220160818_122630.png,23,593,22,416,Object
1472036770984Air-Jordan-12-61.png,102,509,80,410,Object
JPEG_20160704_153148_1000719674590.png,209,412,120,414,Object
JPEG_20160421_141239_1000294355707.png,209,372,152,349,Object
JPEG_20160625_135050_100048003596.png,108,561,183,352,Object
1471330720267DSC_0002r.png,0,640,182,480,Object
JPEG_20160915_200144_1000279010416.png,141,503,144,379,Object
JPEG_20161208_170627_1000213926855.png,258,369,11,426,Object
1468846833265DSC_0208.png,51,596,41,378,Object
1469431872609DSC_0017.png,128,597,97,399,Object
147438162953611470126798335-Roadster-Black--Green-Reversible-Jacket-4181470126798125-3.png,0,640,68,409,Object
1469051906117DSC_0511.png,109,537,105,373,Object
1474267998409grey-ayda-cowl-neck-sweater-dress.png,0,640,98,346,Object
1474291079488TOP892967.png,14,598,220,415,Object
147742525574420161025_161329.png,82,510,64,343,Object
1475560169503navy-marianna-maxi-dress3.png,0,640,145,334,Object
1467568675132DSC_0066.png,125,474,97,480,Object
147742554859220161025_160612.png,52,462,168,361,Object
1477051117478DSC_8338.png,28,606,40,455,Object
1475056617185DSC02280.png,58,601,54,432,Object
1478967697118Soie9thNov20160838.png,58,567,155,332,Object
1467886929596DSC_0582.png,74,556,87,427,Object
147437281943011469519585358-Roadster-Grey-Melange-Colourblocked-Sleeveless-T-shirt-7961469519585113-3.png,1,640,71,402,Object
JPEG_20161128_160107_100065501491.png,216,420,1,449,Object
1479460902023soi15-11-20169752.png,44,640,104,332,Object
JPEG_20160629_115024_1000365202998.png,208,455,149,362,Object
1474716466605DSC07927.png,85,564,95,351,Object
JPEG_20160701_142655_1000700929938.png,186,567,146,404,Object
JPEG_20160624_121031_1000325867422.png,231,562,113,359,Object
1467894424578DSC_0520.png,54,538,105,332,Object
1480516782155E-mazingshawls29-11-201618364.png,96,584,57,445,Object
1480509322213IMG_0177.png,65,459,59,340,Object
JPEG_20160530_175756_1000145606231.png,230,329,170,275,Object
147444971675711473239796323-Mast--Harbour-Men-Green-Printed-Regular-Boat-Shoes-9861473239796071-2.png,181,363,6,467,Object
JPEG_20161126_151508_1000619942558.png,85,532,139,345,Object
1470463105320DSC_0940.png,224,418,138,402,Object
1480963901513ShinFashionSarees20630.png,11,627,89,356,Object
JPEG_20161208_153839_1000807262806.png,201,544,0,480,Object
1473231372928DeeplearnS11306.png,73,640,0,428,Object
1469619051575JPEG_20160625_120854_1000718114496.png,140,544,166,319,Object
JPEG_20160513_155754_1000104401301.png,125,520,95,385,Object
JPEG_20161007_130114_1000380832867.png,10,640,60,376,Object
JPEG_20161125_172506_1000907525317.png,122,559,115,372,Object
JPEG_20160628_131310_1000880429961.png,99,445,129,393,Object
1473665034228DeeplearnS11397.png,73,640,0,405,Object
