image_name,x1,x2,y1,y2
1476792027729DSC_6466.png,140,511,11,480
147438174011911469005471620-Mast--Harbour-Women-White-Heels-5121469005471511-4.png,99,539,122,371
JPEG_20160513_161218_10009819397.png,193,507,151,326
JPEG_20161120_171218_1000604956916.png,196,533,44,390
147185468357720160819_115502.png,21,591,129,342
JPEG_20160711_123810_1000413432858.png,188,498,110,410
JPEG_20161123_170216_1000609073842.png,239,373,24,415
147444562782011471514161254-Roadster-Olive-Green-Top-8361471514161624-5.png,21,640,13,350
1474102717351black-sundance-lace-up-maxi-dress.png,0,640,122,324
147772296533620161028_160747.png,45,620,40,405
147754355690420161026_134224.png,100,463,139,443
147437960675411469769328631-Roadster-Pack-of-2-Polo-T-shirts-6911469769328456-2.png,4,640,46,408
JPEG_20160711_160635_1000795232528.png,213,442,0,480
JPEG_20161119_153453_1000851899332.png,113,558,98,439
1473317647932DeeplearnS11200.png,116,514,25,449
JPEG_20160629_103613_1000246890037.png,148,471,117,447
JPEG_20160530_160436_1000697056053.png,108,526,64,299
1467896780457DSC_0108.png,74,557,52,429
147437915365311472021595470-Roadster-Women-Orange-Striped-Round-Neck-T-ShirtRoadster-Women-Orange-Striped-Round-Neck-T-Shirt-8351472021595284-4.png,0,640,83,386
1475152643887DSC00639.png,57,599,116,398
147436985445311471686889985-Roadster-Men-Trousers-781471686889809-3.png,0,640,99,384
JPEG_20161125_182826_1000754695406.png,170,500,181,304
JPEG_20160411_162243_1000450429449.png,194,461,148,366
1472043202558m_superfeet_outside_bison_011.png,123,562,193,410
147772379073420161028_161946.png,51,595,54,353
JPEG_20160629_103249_1000578162702.png,184,410,130,421
1473835951820DSC_6016.png,49,621,0,469
JPEG_20161126_130428_10001725835.png,91,608,99,275
JPEG_20161120_124642_1000108194713.png,127,479,77,372
1477137514091DSC_7016.png,24,613,26,450
JPEG_20161129_131729_1000277608017.png,106,400,105,415
JPEG_20160625_170745_100053360918.png,193,358,85,419
1474095919081black-leave-them-spellbound-shift-dress2.png,0,625,85,425
147438198456911471867393148-Roadster-Men-Blue-Regular-Fit-Checked-Casual-Shirt-2071471867392452-5.png,0,636,2,472
1470817064036DSC_0091.png,190,547,42,409
147753813822920161026_123346.png,83,502,108,306
147443925510011471415061152-Roadster-Blue-Slim-Fit-Jeans-5241471415061049-5.png,11,636,8,470
JPEG_20161123_201118_1000695414057.png,148,503,135,327
1474122042571BRT467347-2.png,36,629,193,262
1470386185192DSC_0759.png,208,393,153,348
JPEG_20161121_154306_1000211318223.png,115,514,16,410
JPEG_20160713_152419_10005864467.png,77,622,140,358
JPEG_20161127_175352_100036018648.png,101,537,0,443
1479143682805SinDenim12-11-20166381.png,44,623,148,334
147437424036311473142525285-Roadster-Men-Charcoal-Printed-Round-Neck-T-Shirt-8141473142524988-4.png,9,631,103,343
JPEG_20161116_153158_1000557287175.png,118,547,58,404
1468472663286JPEG_20160706_125859_1000274341962.png,189,595,155,321
1467892045937DSC_0025.png,48,598,71,360
JPEG_20160621_122418_1000285779239.png,235,477,100,445
1473751064161IMG_1024.png,187,541,16,373
1476549209959DSC_3131.png,0,625,82,309
JPEG_20160623_131933_1000160741032.png,197,432,115,425
1471929038489DSC_0054.png,147,425,145,364
1479461671226soi15-11-20169344.png,22,599,140,356
JPEG_20161208_163705_100019075324.png,80,573,53,356
147437986583711471602480895-Roadster-Navy---White-Checked-Casual-Shirt-1571471602481906-3.png,8,640,27,444
JPEG_20160702_171050_1000197225982.png,47,513,94,375
1458172439756DSC_0478.png,143,525,163,349
147443990936711472450520553-Roadster-Men-Brown-Sneakers-2861472450520353-3.png,96,522,47,446
JPEG_20160526_151304_100066693614.png,89,509,197,306
147436764295011469615979094-Roadster-Blue-Skinny-Fit-Jeans-7871469615978787-3.png,13,640,96,358
1474290246095PS-4401973.png,30,630,41,448
1472043120418w_superfeet_outside_storm_05.png,228,421,208,433
14581480050692.png,140,503,117,356
1480510765487IMG_0315.png,115,602,87,287
1475560185966navy-neverland-strapless-skater-dress.png,11,640,134,367
14677049932971467116044400JPEG_201601628_124329_1000547097190.png,33,596,33,471
1474723177806DSC07686.png,247,456,63,406
1469439197313DSC_0109.png,57,607,58,354
JPEG_20161202_170906_1000634444692.png,101,559,120,349
1473330398413SAB0024051001S041_det_1.png,30,640,67,379
JPEG_20161121_154844_100087093058.png,98,542,79,422
1469536606527Untitled1.png,33,633,4,465
JPEG_20160820_194447_1000989205492.png,173,443,21,440
1480962198052_R2A2479.png,185,616,0,466
1475559163867navy-boho-beauty-maxi-dress.png,12,640,89,400
1472627732335DSC_2616.png,71,594,73,446
JPEG_20160702_151941_1000298085020.png,173,475,144,311
JPEG_20161028_103653_1000805264636.png,46,616,117,359
JPEG_20160711_104900_1000688128622.png,216,397,102,383
1467975820417DSC_0516.png,22,633,79,294
JPEG_20161007_133737_1000552048038.png,48,603,124,367
JPEG_20161208_180623_1000897318175.png,134,622,145,343
1470982167349DSC_0317.png,61,588,124,371
1467785143226DSC_0008.png,204,419,127,289
1480575280657E-mazingshawls29-11-201618666.png,53,629,74,322
JPEG_20161129_164219_1000579998797.png,23,640,11,396
1473933639141ANG989867.png,91,546,64,412
JPEG_20160513_130128_1000440610806.png,170,578,28,460
JPEG_20161118_175224_1000193507342.png,118,541,98,341
JPEG_20160624_122542_1000284498215.png,111,531,181,321
1474285175600PS-4401962.png,173,476,17,373
JPEG_20161121_190518_1000955339451.png,262,424,55,430
JPEG_20160526_171501_1000130874711.png,85,469,39,449
1470812144524DSC_0075.png,76,576,81,387
1473747796024IMG_0509.png,85,618,108,363
JPEG_20160513_140318_1000255742440.png,182,496,62,398
JPEG_20160625_122139_1000524562678.png,57,577,113,332
147444179850311472718168498-Roadster-Grey--Black-Colourblock-Sweatshirt-3711472718168379-5.png,34,636,13,463
1474716307603DSC07751.png,265,415,4,454
1473660559013DeeplearnS11968.png,63,586,136,341
147919044935320dresses11-11-165536.png,17,619,53,404
1473749577564IMG_1176.png,131,419,3,480
147394521751111472547791216-Van-Heusen-Woman-Red-Solid-Sheath-Dress-141472547791104-4.png,0,630,124,330
JPEG_20161129_163821_1000501013895.png,84,602,131,335
1475560424861GIT621.png,23,516,138,340
1474123497229BRT467349-2.png,16,627,224,283
1467892224070DSC_0931.png,106,638,21,440
1473317635565DeeplearnS11192.png,90,581,5,480
JPEG_20160712_161729_1000625763527.png,139,525,71,370
1473948164081ANG990030.png,55,605,32,383
1468883362738DSC_0265.png,85,565,84,368
1468881344822DSC_0114.png,76,613,70,421
1467979411397DSC_0084.png,28,622,72,373
1470900940934DSC_0042.png,22,618,63,405
1467885601467DSC_0042.png,38,607,31,416
JPEG_20161126_144839_1000154085780.png,36,555,38,379
JPEG_20160820_114320_1000596635968.png,248,350,73,432
JPEG_20160514_124746_1000134027138.png,79,608,58,461
JPEG_20160421_173221_1000913583731.png,263,392,146,331
1470738208879DSC_0176.png,44,627,0,480
1467888158602DSC_0056.png,55,553,220,346
147443906715411472720856675-Roadster-Women-Blue-Solid-Regular-Fit-Regular-6301472720856489-5.png,63,629,44,459
147437897706711472025830570-Roadster-Women-Orange-Solid-Henley-Neck-T-ShirtRoadster-Women-Orange-Solid-Henley-Neck-T-Shirt-9481472025830381-2.png,11,640,88,386
147918817569020dresses11-11-165386.png,15,602,145,305
JPEG_20160617_223150_1000350743678.png,172,634,12,420
1480176127908Kraus22-11-1614043.png,46,640,127,296
1479156269517SinDenim12-11-20166847.png,36,562,170,338
JPEG_20160625_114458_1000601795004.png,268,370,43,460
1479461766949soi15-11-20169403.png,22,593,126,327
1476779982130DSC_6480.png,46,563,12,458
JPEG_20160511_172210_1000361107803.png,211,406,163,410
JPEG_20160712_102900_1000759871740.png,119,588,131,345
1473747110787IMG_0599.png,12,640,40,480
JPEG_20161126_135419_1000236326403.png,132,482,105,406
JPEG_20161007_144413_1000224382891.png,72,633,24,387
JPEG_20160530_161600_1000258243142.png,129,471,22,460
JPEG_20160530_181702_1000950781576.png,35,609,84,447
1473231405290DeeplearnS11237.png,74,584,101,399
147185870785220160818_122630.png,59,597,25,401
1472036770984Air-Jordan-12-61.png,100,519,90,380
JPEG_20160704_153148_1000719674590.png,215,408,118,407
JPEG_20160421_141239_1000294355707.png,217,367,152,349
JPEG_20160625_135050_100048003596.png,112,576,188,347
1471330720267DSC_0002r.png,73,595,69,457
JPEG_20160915_200144_1000279010416.png,142,503,127,377
JPEG_20161208_170627_1000213926855.png,259,371,0,439
1468846833265DSC_0208.png,69,597,61,383
1469431872609DSC_0017.png,123,581,100,397
147438162953611470126798335-Roadster-Black--Green-Reversible-Jacket-4181470126798125-3.png,7,640,59,420
1469051906117DSC_0511.png,125,542,103,377
1474267998409grey-ayda-cowl-neck-sweater-dress.png,21,640,92,353
1474291079488TOP892967.png,0,640,212,417
147742525574420161025_161329.png,90,522,77,347
1475560169503navy-marianna-maxi-dress3.png,10,640,149,330
1467568675132DSC_0066.png,135,472,150,457
147742554859220161025_160612.png,46,466,181,351
1477051117478DSC_8338.png,20,600,38,438
1475056617185DSC02280.png,69,606,66,420
1478967697118Soie9thNov20160838.png,56,595,152,323
1467886929596DSC_0582.png,69,550,84,424
147437281943011469519585358-Roadster-Grey-Melange-Colourblocked-Sleeveless-T-shirt-7961469519585113-3.png,0,640,80,366
JPEG_20161128_160107_100065501491.png,183,519,0,465
1479460902023soi15-11-20169752.png,54,620,111,331
JPEG_20160629_115024_1000365202998.png,220,445,146,358
1474716466605DSC07927.png,86,564,91,353
JPEG_20160701_142655_1000700929938.png,202,554,156,388
JPEG_20160624_121031_1000325867422.png,224,562,117,355
1467894424578DSC_0520.png,50,555,94,351
1480516782155E-mazingshawls29-11-201618364.png,96,583,49,448
1480509322213IMG_0177.png,81,463,55,328
JPEG_20160530_175756_1000145606231.png,110,537,62,437
147444971675711473239796323-Mast--Harbour-Men-Green-Printed-Regular-Boat-Shoes-9861473239796071-2.png,185,358,28,476
JPEG_20161126_151508_1000619942558.png,90,527,139,347
1470463105320DSC_0940.png,229,364,142,287
1480963901513ShinFashionSarees20630.png,11,614,84,348
JPEG_20161208_153839_1000807262806.png,190,519,32,467
1473231372928DeeplearnS11306.png,58,624,15,424
1469619051575JPEG_20160625_120854_1000718114496.png,137,550,167,317
JPEG_20160513_155754_1000104401301.png,125,513,109,383
JPEG_20161007_130114_1000380832867.png,19,640,57,394
JPEG_20161125_172506_1000907525317.png,128,564,120,374
JPEG_20160628_131310_1000880429961.png,119,446,134,378
1473665034228DeeplearnS11397.png,70,635,22,424
JPEG_20161120_160944_1000401195569.png,204,430,33,417
1472040497876DSC_0429.png,129,578,129,416
1467887716302DSC_0039.png,138,498,143,319
1472878709385DSC_3110.png,38,585,13,464
JPEG_20161120_161801_1000872780241.png,76,516,172,316
1468842608678DSC_0181.png,84,610,221,282
JPEG_20160712_103620_1000177153886.png,206,513,110,409
1478948367783eMazingShawls3783.png,39,613,22,337
JPEG_20160630_115322_1000909772893.png,123,477,68,367
JPEG_20160820_151319_1000786535108.png,210,529,147,332
1477054041536DSC_8218.png,73,553,21,476
1475008589149DSC019761.png,85,590,23,391
JPEG_20160712_154944_1000293473101.png,174,559,173,359
1473658894643DeeplearnS11477.png,72,561,160,350
1480968314698IMG_3257.png,143,570,9,473
1475239578449Untitled1.png,115,517,179,390
1473147963646DSC_4097.png,93,593,80,364
JPEG_20160820_105135_1000553156231.png,257,380,93,423
1470386100954DSC_0758.png,223,416,140,334
1479546213884DSC_0010S.png,25,640,23,445
147918924169320dresses11-11-165320.png,14,621,153,345
1470129618074DSC_0145.png,81,534,0,475
146905197629016-1.png,31,614,77,447
1470206752524DSC_0236.png,82,592,0,480
1474271507082TOP893028.png,113,497,89,369
147754341259420161026_134004.png,75,535,85,359
1473752891584IMG_1338.png,170,608,131,312
147438216721011471415051126-Roadster-Navy-Casual-Shirt-7041471415051086-5.png,5,635,25,468
1474714357033DSC07308.png,205,435,50,436
JPEG_20161028_124041_1000527190996.png,119,539,47,443
JPEG_20161129_124957_1000230325769.png,42,623,142,337
147444165880411472637714202-Roadster-Men-Blue-Regular-Fit-Washed-Casual-Shirt-9181472637713678-1.png,12,640,69,417
1476882381592DSC_5539.png,52,538,0,472
1473945168057ANG9899312.png,87,566,22,473
JPEG_20160530_165359_1000568641586.png,215,356,167,336
147324096706357239_XXX_v3.png,94,586,19,464
JPEG_20161126_173710_1000378215865.png,140,444,0,476
1472902025190DSC_3881.png,64,567,9,343
JPEG_20161129_145646_1000923112867.png,91,535,56,356
JPEG_20161201_122154_1000366585810.png,244,398,12,453
1473860923304DSC_5565.png,71,593,79,400
147771754247820161028_142945.png,41,554,114,395
1473231616239DeeplearnS11386.png,93,579,146,359
147394433890711473659865137-DressBerry-Women-Navy-Blue-Printed-Sheath-Dress-31473659864862-1.png,17,640,122,312
JPEG_20160126_191437_779961986.png,34,640,0,471
JPEG_20160625_151719_1000478908502.png,62,445,129,331
1468409504644DSC_0649.png,72,587,60,420
JPEG_20160422_125828_1000450456023.png,27,458,11,458
JPEG_20161118_150700_1000506466445.png,181,470,40,413
JPEG_20161123_184112_1000757586257.png,107,499,120,352
JPEG_20160526_144304_1000758264433.png,100,437,108,389
1472287181547DSC_1732.png,12,640,187,360
1471946611582DSC_0240.png,228,493,137,385
